objectID,FrameDetected,wrongRate,RateHigherThan80%Frame,
E:\updatebackground\10daysResult.csv.xlsx,,,,
E:\updatebackground\objectoutput2022-4-25-10-0-0.csv,,,,
20931,51,0.0204082,0,0.0204082
20932,68,0.0447761,0,0.015873
20936,43,0.0487805,0,0.0263158
20938,10,0,0,1
20940,29,0.107143,0,0.0416667
20941,53,0,0,1
20946,56,0.0181818,0,0.0181818
20953,63,0.031746,0,0.0169492
20955,46,0.0222222,0,0.0222222
20957,41,0,0,1
20961,28,0.178571,0,0.0454545
20962,32,0.0967742,0,0.037037
20963,70,0.0857143,0,0.016129
20970,11,0,0,1
20979,8,0,0,1
20980,30,0.0434783,0,0.0434783
20981,46,0.0434783,0,0.0227273
20982,57,0,0,1
20988,33,0.333333,0,0.3
20992,55,0.0545455,0,0.0196078
20999,25,0,0,1
21006,21,0,0,1
21013,33,0,0,1
21015,31,0.333333,0,0.333333
21018,55,0.363636,0,0.333333
21022,41,0.175,0,0.0357143
21026,7,0,0,1
21031,49,0,0,1
21033,31,0,0,1
21035,44,0.159091,0,0.037037
21036,42,0,0,1
21042,31,0.129032,0,0.0384615
21048,49,0.0416667,0,0.0222222
21053,32,0,0,1
21055,40,0.285714,0,0.272727
21056,52,0,0,1
21057,34,0.147059,0,0.04
21058,54,0.375,0,0.0784314
21071,33,0,0,1
21079,47,0,0,1
21080,15,0,0,1
21082,42,0.25,0,0.142857
21088,32,0.0625,0,0.0357143
21095,30,0,0,1
21102,38,0,0,1
21112,10,0,0,1
21122,39,0,0,1
21150,47,0,0,1
21160,17,0,0,1
21162,40,0,0,1
21163,29,0.0714286,0,0.0384615
21168,10,0,0,1
21181,7,0,0,1
21191,31,0,0,1
21193,59,0.0952381,0,0.0588235
21199,34,0,0,1
21204,30,0.0740741,0,0.0416667
21206,36,0,0,1
21210,32,0.09375,0,0.0384615
21221,37,0.228571,0,0.0434783
21227,43,0,0,1
21228,37,0,0,1
21237,34,0.333333,0,0.333333
21238,68,0.0588235,0,0.015625
21243,44,0.428571,0,0.116279
21245,14,0.5,0,0.428571
21248,30,0,0,1
21252,29,0,0,1
21253,50,0,0,1
21254,40,0,0,1
21255,54,0,0,1
21256,45,0.0232558,0,0.0232558
21264,33,0,0,1
21270,61,0,0,1
21271,27,0.115385,0,0.0454545
21272,39,0,0,1
21274,39,0,0,1
21277,42,0,0,1
21280,57,0.0363636,0,0.0196078
21283,10,0,0,1
21286,53,0,0,1
21292,6,0,0,1
21300,29,0,0,1
21301,34,0,0,1
21302,51,0,0,1
21303,51,0.333333,0,0.3
21307,11,0,0,1
21326,16,0.375,0,0.285714
21333,53,0.0408163,0,0.0222222
21334,11,0,0,1
21359,62,0.0169492,0,0.0169492
21363,52,0.14,0,0.0285714
21365,52,0.0384615,0,0.0196078
21367,35,0.142857,0,0.0666667
21371,41,0.131579,0,0.0357143
21375,30,0,0,1
21376,44,0.159091,0,0.03125
21383,56,0,0,1
21384,53,0.428571,0,0.333333
21386,53,0,0,1
21387,46,0.0434783,0,0.0232558
21389,58,0.285714,0,0.06
21391,57,0.0178571,0,0.0178571
21393,40,0.027027,0,0.027027
21398,34,0.0322581,0,0.0322581
21400,50,0.0204082,0,0.0204082
21401,38,0.285714,0,0.0789474
21408,10,0,0,1
21411,13,0,0,1
21419,231,0.666667,0,0.25
21438,14,0,0,1
21451,9,0,0,1
21503,60,0.0344828,0,0.0185185
21508,30,0,0,1
21510,36,0.030303,0,0.030303
21512,25,0.12,0,0.0454545
21518,7,0,0,1
21520,31,0.0967742,0,0.0384615
21522,10,0,0,1
21524,40,0,0,1
21527,32,0,0,1
21533,47,0,0,1
21541,42,0.142857,0,0.0344828
21544,39,0,0,1
21548,35,0,0,1
21550,18,0,0,1
21553,17,0,0,1
21554,51,0.0392157,0,0.0204082
21555,58,0.129032,0,0.0384615
21556,55,0,0,1
21563,16,0.375,0,0.111111
21565,16,0.333333,0,0.166667
21570,53,0.125,0,0.0833333
21574,50,0.105263,0,0.030303
21575,55,0.0377358,0,0.0196078
21578,35,0.1875,0,0.047619
21582,32,0,0,1
21584,53,0,0,1
21586,37,0,0,1
21592,41,0.195122,0,0.04
21596,42,0,0,1
21599,59,0,0,1
21605,24,0.333333,0,0.333333
21606,43,0.333333,0,0.119048
21608,21,0,0,1
21622,49,0.265306,0,0.0333333
21627,40,0.0263158,0,0.0263158
21629,49,0.0833333,0,0.0322581
21635,10,0,0,1
21636,39,0,0,1
21639,18,0,0,1
21644,62,0.6,0,0.5
21647,8,0.142857,0,0.142857
21651,29,0.333333,0,0.333333
21657,13,0,0,1
21669,49,0.357143,0,0.166667
21671,40,0.0540541,0,0.030303
21677,42,0.138889,0,0.037037
21680,45,0.428571,0,0.333333
21692,46,0.0857143,0,0.037037
21694,6,0,0,1
21697,35,0,0,1
21702,36,0.111111,0,0.111111
21706,36,0,0,1
21709,48,0.145833,0,0.025
21710,47,0.454545,0,0.153846
21712,52,0.0576923,0,0.0204082
21717,59,0.888889,0,0.769231
21718,43,0.285714,0,0.272727
21719,53,0.0377358,0,0.02
21724,58,0,0,1
21731,11,0,0,1
21733,29,0.0357143,0,0.0357143
21734,27,0,0,1
21738,47,0.0454545,0,0.025
21740,41,0,0,1
21742,9,0.444444,0,0.333333
21746,28,0,0,1
21750,41,0.195122,0,0.04
21753,56,0.125,0,0.0535714
21757,64,0.078125,0,0.0172414
21759,43,0.0465116,0,0.0238095
21761,41,0.121951,0,0.0344828
21767,27,0.571429,0,0.192308
21774,38,0.0789474,0,0.0294118
21776,52,0.333333,0,0.333333
21777,8,0,0,1
21781,51,0.235294,0,0.030303
21783,25,0.0869565,0,0.0454545
21788,45,0.285714,0,0.117647
21790,66,0.25,0,0.142857
21793,54,0,0,1
21795,30,0,0,1
21802,46,0.4,0,0.333333
21807,63,0.857143,0,0.7
21809,39,0.333333,0,0.0967742
21810,44,0.105263,0,0.030303
21812,43,0,0,1
21815,46,0,0,1
21817,60,0,0,1
21818,52,0.666667,0,0.555556
21823,43,0.142857,0,0.04
21824,42,0.0487805,0,0.027027
21827,22,0.0526316,0,0.0526316
21831,44,0.333333,0,0.121951
21842,31,0.0645161,0,0.0357143
21846,36,0,0,1
21850,6,0.333333,0,0.333333
21852,30,0.103448,0,0.047619
21854,55,0.0363636,0,0.0196078
21857,33,0,0,1
21859,26,0.04,0,0.04
21862,26,0,0,1
21864,62,0.0483871,0,0.0169492
21865,15,0,0,1
21869,31,0.037037,0,0.037037
21875,8,0.125,0,0.125
21877,49,0.666667,0,0.555556
21879,15,0,0,1
21883,58,0.3,0,0.285714
21900,36,0.176471,0,0.0357143
21914,6,0,0,1
21917,50,0.666667,0,0.14
21918,37,0.0540541,0,0.0333333
21920,29,0.137931,0,0.04
21921,18,0,0,1
21926,55,0.0740741,0,0.0212766
21929,40,0.142857,0,0.047619
21937,25,0,0,1
21940,50,0.122449,0,0.025
21948,19,0,0,1
21949,10,0,0,1
21953,9,0,0,1
21957,19,0,0,1
21960,43,0.333333,0,0.333333
21965,56,0.0178571,0,0.0178571
21967,16,0,0,1
21969,18,0.142857,0,0.142857
21976,28,0.037037,0,0.037037
21980,8,0,0,1
21986,15,0,0,1
21990,32,0.0625,0,0.0357143
21996,32,0.0625,0,0.0322581
22007,7,0.142857,0,0.142857
22010,35,0.0857143,0,0.0333333
22011,8,0,0,1
22013,29,0,0,1
22015,11,0.285714,0,0.272727
22019,29,0.08,0,0.047619
22024,33,0.0909091,0,0.0909091
22026,49,0.104167,0,0.0277778
22028,72,0.0416667,0,0.0144928
22030,42,0,0,1
22035,39,0.428571,0,0.135135
22036,32,0,0,1
22039,38,0.0526316,0,0.027027
22044,42,0.0238095,0,0.0238095
22047,20,0,0,1
22048,35,0.111111,0,0.0606061
22054,27,0,0,1
22055,21,0.571429,0,0.166667
22058,25,0.0416667,0,0.0416667
22061,54,0.0408163,0,0.0243902
22062,10,0.666667,0,0.5
22066,37,0,0,1
22073,60,0.714286,0,0.636364
22074,28,0.04,0,0.04
22080,53,0.0377358,0,0.0192308
22085,43,0.0697674,0,0.025641
22088,70,0.114286,0,0.016129
22092,57,0.0350877,0,0.0178571
22094,12,0.454545,0,0.428571
22096,32,0.0322581,0,0.0322581
22100,57,0.0701754,0,0.0212766
22101,24,0,0,1
22103,65,0.03125,0,0.0169492
22105,38,0.0526316,0,0.0277778
22106,63,0.047619,0,0.0169492
22110,64,0.0322581,0,0.0163934
22115,24,0.0526316,0,0.0526316
22116,25,0,0,1
22117,61,0.0333333,0,0.0169492
22121,17,0,0,1
22124,60,0,0,1
22141,19,0,0,1
22147,8,0,0,1
22148,46,0.0227273,0,0.0227273
22153,23,0,0,1
22154,43,0,0,1
22158,47,0.0227273,0,0.0227273
22164,54,0,0,1
22165,6,0,0,1
22167,38,0.0263158,0,0.0263158
22173,58,0.428571,0,0.0740741
22174,36,0.166667,0,0.0384615
22176,12,0,0,1
22182,29,0,0,1
22183,42,0.142857,0,0.0487805
22186,51,0.0980392,0,0.025
22191,67,0.134328,0,0.03125
22194,30,0.0714286,0,0.0416667
22203,25,0.24,0,0.0526316
22204,36,0.3,0,0.285714
22210,41,0.0526316,0,0.0294118
22218,28,0.0384615,0,0.0384615
22219,68,0.102941,0,0.0175439
22225,29,0,0,1
22226,25,0.08,0,0.0434783
22230,7,0,0,1
22232,31,0.0645161,0,0.0357143
22236,47,0.0666667,0,0.0243902
22241,59,0.0677966,0,0.0185185
22243,39,0,0,1
22244,62,0,0,1
22246,64,0.03125,0,0.015873
22248,35,0,0,1
22251,41,0,0,1
22252,8,0.375,0,0.333333
22255,9,0,0,1
22256,41,0,0,1
22257,16,0.333333,0,0.1
22266,34,0.03125,0,0.03125
22286,14,0,0,1
22292,34,0.0294118,0,0.0294118
22294,20,0,0,1
22295,35,0.03125,0,0.03125
22300,12,0,0,1
22309,45,0.285714,0,0.0810811
22311,59,0,0,1
22318,53,0.0192308,0,0.0192308
22331,10,0,0,1
22350,7,0.333333,0,0.333333
22358,46,0.625,0,0.5
22359,6,0.166667,0,0.166667
22360,39,0.0526316,0,0.0294118
22361,62,0.177419,0,0.0217391
22370,66,0.333333,0,0.333333
22371,41,0,0,1
22375,54,0,0,1
22376,52,0.0576923,0,0.0208333
22380,67,0.0447761,0,0.0153846
22381,9,0,0,1
22384,49,0.285714,0,0.272727
22385,26,0.0769231,0,0.0454545
22389,33,0.0909091,0,0.0344828
22394,54,0.115385,0,0.0222222
22402,7,0.142857,0,0.142857
22403,50,0.06,0,0.0232558
22404,61,0.0327869,0,0.0172414
22406,60,0.148148,0,0.0454545
22408,19,0,0,1
22410,6,0,0,1
22414,30,0.0689655,0,0.0416667
22416,27,0,0,1
22418,51,0.0784314,0,0.0217391
22419,46,0.0217391,0,0.0217391
22422,16,0.0666667,0,0.0666667
22423,32,0,0,1
22425,40,0,0,1
22427,38,0.333333,0,0.0882353
22435,46,0.0434783,0,0.0222222
22436,22,0.272727,0,0.0666667
22443,42,0.0952381,0,0.03125
22448,65,0.0307692,0,0.015625
22451,44,0.0454545,0,0.025
22453,39,0.025641,0,0.025641
22454,46,0.136364,0,0.027027
22457,67,0,0,1
22458,67,0,0,1
22459,7,0,0,1
22465,29,0.153846,0,0.047619
22467,50,0.04,0,0.0212766
22470,58,0,0,1
22478,32,0,0,1
22481,59,0.135593,0,0.0192308
22490,35,0.114286,0,0.0333333
22491,56,0.0363636,0,0.0196078
22492,62,0.0983607,0,0.0181818
22495,63,0.016129,0,0.016129
22499,42,0,0,1
22503,55,0.0555556,0,0.02
22504,8,0,0,1
22505,73,0.136986,0,0.0333333
22506,34,0.0294118,0,0.0294118
22507,50,0.102041,0,0.0333333
22509,44,0,0,1
22512,59,0.0169492,0,0.0169492
22518,40,0,0,1
22520,53,0.0943396,0,0.0217391
22527,57,0.0714286,0,0.0204082
22528,53,0,0,1
22529,67,0.0597015,0,0.0163934
22532,23,0,0,1
22535,38,0,0,1
22537,60,0,0,1
22538,65,0.0461538,0,0.0163934
22542,11,0,0,1
22543,26,0.5,0,0.269231
22548,70,0.128571,0,0.0166667
22550,31,0,0,1
22552,38,0.129032,0,0.04
22558,61,0.666667,0,0.583333
22565,33,0,0,1
22568,39,0.025641,0,0.025641
22569,11,0,0,1
22577,28,0,0,1
22579,46,0,0,1
22583,69,0.0151515,0,0.0151515
22586,40,0,0,1
22594,26,0.333333,0,0.115385
22595,62,0.666667,0,0.466667
22598,37,0,0,1
22602,39,0.5,0,0.135135
22603,14,0.625,0,0.5
22607,45,0,0,1
22609,38,0,0,1
22611,64,0.714286,0,0.126984
22617,10,0.571429,0,0.555556
22619,45,0.0909091,0,0.027027
22621,16,0,0,1
22623,29,0.137931,0,0.04
22630,37,0,0,1
22637,29,0.148148,0,0.05
22648,8,0.5,0,0.333333
22653,41,0.5,0,0.128205
22658,54,0,0,1
22660,12,0,0,1
22662,26,0,0,1
22666,6,0,0,1
22668,10,0,0,1
22669,56,0.666667,0,0.555556
22672,68,0.571429,0,0.421053
22680,20,0,0,1
22688,50,0,0,1
22693,48,0.666667,0,0.170213
22696,35,0.0857143,0,0.0344828
22699,62,0,0,1
22703,51,0.888889,0,0.212766
22706,33,0.121212,0,0.0416667
22708,56,0,0,1
22711,16,0,0,1
22714,40,0,0,1
22717,61,0.666667,0,0.538462
22718,9,0.111111,0,0.111111
22726,37,0,0,1
22730,33,0.148148,0,0.0454545
22734,48,0.113636,0,0.03125
22740,15,0,0,1
22745,37,0,0,1
22754,32,0.2,0,0.2
22758,36,0.0285714,0,0.0285714
22760,37,0.0833333,0,0.0322581
22765,32,0,0,1
22766,44,0,0,1
22769,61,0,0,1
22779,50,0,0,1
22782,30,0,0,1
22784,6,0,0,1
22786,30,0.0666667,0,0.0344828
22789,31,0,0,1
22790,71,0.084507,0,0.015873
22799,25,0,0,1
22802,53,0.428571,0,0.333333
22803,25,0,0,1
22807,62,0.0483871,0,0.0185185
22809,8,0.875,0,0.833333
22808,20,0.555556,0,0.416667
22810,60,0.166667,0,0.0227273
22817,42,0,0,1
22825,43,0.0930233,0,0.05
22827,19,0,0,1
22828,15,0,0,1
22829,40,0,0,1
22833,45,0.285714,0,0.272727
22834,28,0.0416667,0,0.0416667
22844,35,0.0571429,0,0.03125
22845,36,0.138889,0,0.0322581
22847,54,0.0816327,0,0.0263158
22851,31,0.333333,0,0.133333
22855,64,0.75,0,0.666667
22856,47,0.0851064,0,0.0238095
22858,56,0.0181818,0,0.0181818
22860,64,0.5,0,0.416667
22863,30,0.133333,0,0.037037
22865,9,0.5,0,0.5
22866,46,0,0,1
22868,48,0.0208333,0,0.0208333
22874,48,0.104167,0,0.0232558
22875,36,0.194444,0,0.05
22883,25,0.16,0,0.0454545
22888,151,0.0529801,0,0.00699301
22894,34,0,0,1
22898,52,0.0576923,0,0.0217391
22903,19,0,0,1
22906,43,0.0238095,0,0.0238095
22911,67,0.5,0,0.0677966
22912,65,0.333333,0,0.0491803
22916,7,0,0,1
22917,57,0.0350877,0,0.0181818
22918,46,0.136364,0,0.0357143
22920,49,0,0,1
22923,34,0.0606061,0,0.0333333
22927,38,0.5,0,0.4
22928,65,0.333333,0,0.333333
22929,7,0.857143,0,0.833333
22933,68,0.0735294,0,0.016129
22935,48,0.0638298,0,0.025641
22937,43,0.5,0,0.135135
22938,71,0.0704225,0,0.015625
22941,29,0.0740741,0,0.0434783
22948,26,0.333333,0,0.333333
22952,31,0.333333,0,0.1
22955,52,0.0769231,0,0.0212766
22960,30,0.0666667,0,0.0357143
22964,28,0.037037,0,0.037037
22968,23,0.333333,0,0.130435
22972,39,0.0263158,0,0.0263158
22974,23,0,0,1
22977,52,0,0,1
22984,62,0.0806452,0,0.0172414
22988,38,0,0,1
22989,20,0.222222,0,0.125
22991,56,0.5,0,0.333333
22992,11,0,0,1
22995,50,0.102041,0,0.0238095
22996,27,0,0,1
22998,41,0,0,1
23003,51,0,0,1
23006,35,0.0606061,0,0.0333333
23007,39,0.111111,0,0.0588235
23012,40,0.0512821,0,0.0285714
23016,10,0.444444,0,0.333333
23017,58,0,0,1
23024,76,1,7,0.866667
23028,65,0,0,1
23034,60,0.15,0,0.0192308
23038,29,0,0,1
23039,18,0,0,1
23045,52,0.134615,0,0.03125
23046,45,0.0930233,0,0.027027
23049,14,0.444444,0,0.357143
23052,42,0.0238095,0,0.0238095
23061,39,0,0,1
23063,53,0.188679,0,0.0238095
23066,46,0,0,1
23078,10,0,0,1
23083,14,0,0,1
23087,26,0,0,1
23099,60,0.0169492,0,0.0169492
23101,31,0.333333,0,0.333333
23102,33,0.1875,0,0.04
23107,25,0.125,0,0.125
23109,50,0.428571,0,0.333333
23110,30,0.0344828,0,0.0344828
23118,29,0,0,1
23131,51,0.428571,0,0.116279
23132,55,0.666667,0,0.159091
23133,65,0,0,1
23137,59,0.5,0,0.444444
23138,59,0.0508475,0,0.0181818
23139,45,0.206897,0,0.0454545
23144,48,0,0,1
23149,6,0,0,1
23150,45,0.0666667,0,0.025641
23155,55,0.333333,0,0.307692
23156,35,0.0285714,0,0.0285714
23159,55,0.230769,0,0.125
23162,55,0,0,1
23165,54,0.857143,0,0.192308
23168,43,0.0238095,0,0.0238095
23171,34,0.5,0,0.4
23172,24,0,0,1
23177,24,0.125,0,0.0526316
23178,63,0.777778,0,0.625
23183,49,0.0204082,0,0.0204082
23186,52,0.285714,0,0.0980392
23191,40,0,0,1
23197,31,0.333333,0,0.3
23198,64,0.769231,0,0.666667
23199,41,0.0540541,0,0.030303
23201,46,0.666667,0,0.555556
23203,40,0.0263158,0,0.0263158
23208,8,0.714286,0,0.666667
23209,38,0,0,1
23211,33,0,0,1
23216,6,0,0,1
23219,14,0,0,1
23221,35,0.0857143,0,0.0416667
23234,26,0.0416667,0,0.0416667
23237,58,0.189655,0,0.0238095
23240,44,0,0,1
23242,60,0.1,0,0.0196078
23250,37,0,0,1
23251,16,0,0,1
23256,6,0,0,1
23257,6,0.166667,0,0.166667
23259,22,0,0,1
23262,49,0.0638298,0,0.0277778
23268,40,0,0,1
23271,65,0.169231,0,0.0188679
23273,27,0.142857,0,0.142857
23277,55,0.571429,0,0.545455
23280,37,0.0294118,0,0.0294118
23285,43,0.285714,0,0.272727
23286,53,0.285714,0,0.0625
23289,43,0.5,0,0.128205
23294,48,0.833333,0,0.7
23297,29,0.375,0,0.137931
23299,85,1,24,0.596154
23305,33,0.0357143,0,0.0357143
23309,57,0.818182,0,0.578947
23314,17,0.166667,0,0.125
23317,31,0,0,1
23319,65,0.75,0,0.642857
23321,29,0,0,1
23324,34,0,0,1
23331,31,0.0714286,0,0.0416667
23332,14,0.444444,0,0.333333
23333,47,0.130435,0,0.0277778
23334,11,0.222222,0,0.166667
23338,51,0,0,1
23343,14,0.769231,0,0.5
23345,8,0,0,1
23346,48,0.357143,0,0.146341
23350,37,0.121212,0,0.0384615
23352,37,0.0555556,0,0.0294118
23353,56,0,0,1
23360,36,0.333333,0,0.3
23368,30,0,0,1
23371,45,0,0,1
23375,50,0,0,1
23376,63,0.411765,0,0.142857
23378,25,0,0,1
23385,36,0,0,1
23390,7,0.333333,0,0.333333
23397,25,0,0,1
23400,38,0,0,1
23401,57,0,0,1
23403,38,0.333333,0,0.121212
23406,51,0.428571,0,0.333333
23409,42,0.0243902,0,0.0243902
23416,28,0.142857,0,0.0454545
23421,32,0.0625,0,0.0333333
23429,89,0,0,1
23430,55,0.109091,0,0.0277778
23436,82,0,0,1
23440,80,0,0,1
23445,47,0.0212766,0,0.0212766
23446,65,0.875,0,0.222222
23447,54,0,0,1
23449,23,0,0,1
23450,6,0,0,1
23451,49,0.0204082,0,0.0204082
23454,60,0.444444,0,0.0961538
23460,49,0.0208333,0,0.0208333
23463,43,0,0,1
23468,75,0,0,1
23474,28,0,0,1
23475,60,0,0,1
23478,28,0.0357143,0,0.0357143
23480,49,0.0416667,0,0.0222222
23482,30,0.0333333,0,0.0333333
23485,44,0.0930233,0,0.037037
23489,33,0.333333,0,0.0909091
23491,32,0,0,1
23499,6,0.166667,0,0.166667
23500,39,0,0,1
23503,34,0,0,1
23502,6,0.833333,0,0.833333
23505,42,0.047619,0,0.0243902
23511,44,0.3,0,0.0930233
23510,53,0,0,1
23516,25,0.04,0,0.04
23519,50,0,0,1
23521,36,0,0,1
23525,75,0.08,0,0.0142857
23527,40,0.025,0,0.025
23530,31,0.333333,0,0.103448
23531,62,0.461538,0,0.333333
23536,43,0,0,1
23541,51,0.02,0,0.02
23545,32,0.444444,0,0.375
23558,27,0.0384615,0,0.0384615
23561,37,0.0277778,0,0.0277778
23565,45,0.333333,0,0.0833333
23574,30,0.333333,0,0.3
23578,57,0.0877193,0,0.0192308
23584,36,0.0882353,0,0.0357143
23587,6,0,0,1
23589,24,0,0,1
23590,54,0,0,1
23593,49,0.0425532,0,0.0227273
23595,15,0.133333,0,0.0833333
23599,41,0.15,0,0.0333333
23608,8,0,0,1
23614,46,0.173913,0,0.0344828
23615,24,0,0,1
23618,14,0,0,1
23620,30,0.285714,0,0.111111
23629,12,0,0,1
23637,60,0.05,0,0.0172414
23641,57,0.0181818,0,0.0181818
23644,62,0.307692,0,0.166667
23645,32,0.03125,0,0.03125
23647,49,0.5,0,0.4
23650,45,0.5,0,0.444444
23652,34,0.0294118,0,0.0294118
23653,30,0.4375,0,0.142857
23657,16,0,0,1
23658,40,0.428571,0,0.333333
23671,6,0,0,1
23674,59,0.166667,0,0.125
23694,46,0,0,1
23707,8,0,0,1
23706,14,0.333333,0,0.333333
23709,44,0,0,1
23715,7,0,0,1
23717,21,0,0,1
23720,8,0.571429,0,0.5
23724,54,0,0,1
23726,26,0.0769231,0,0.0416667
23731,21,0,0,1
23732,42,0.571429,0,0.189189
23737,29,0.333333,0,0.333333
23738,7,0,0,1
23743,30,0.1,0,0.0416667
23745,45,0.0444444,0,0.0227273
23746,8,0.333333,0,0.333333
23748,27,0.0769231,0,0.0454545
23749,14,0.571429,0,0.333333
23751,10,0.6,0,0.5
23754,38,0,0,1
23756,52,0.0192308,0,0.0192308
23765,32,0.125,0,0.0645161
23773,35,0,0,1
23775,30,0.0333333,0,0.0333333
23774,51,0.333333,0,0.333333
23781,55,0.25,0,0.0754717
23787,34,0.0588235,0,0.0333333
23792,55,0.0363636,0,0.0192308
23798,15,0.428571,0,0.375
23800,49,0,0,1
23803,27,0,0,1
23805,40,0,0,1
23810,7,1,2,1
23812,47,0,0,1
23813,153,0.666667,0,0.666667
23814,44,0,0,1
23817,23,0.0454545,0,0.0454545
23819,40,0,0,1
23820,60,0.363636,0,0.12069
23822,12,0.25,0,0.25
23825,35,0.285714,0,0.117647
23836,33,0,0,1
23837,31,0.5,0,0.428571
23841,53,0.5,0,0.416667
23843,46,0.111111,0,0.0277778
23844,63,0.176471,0,0.111111
23847,24,0.0416667,0,0.0416667
23848,52,0.0769231,0,0.025
23850,12,0.5,0,0.4
23851,34,0.0666667,0,0.0384615
23855,29,0,0,1
23856,161,0.233333,0,0.0149254
23857,47,0.454545,0,0.333333
23860,46,0,0,1
23863,54,0,0,1
23869,41,0.571429,0,0.538462
23871,6,0.333333,0,0.333333
23873,24,0.181818,0,0.0555556
23876,40,0.333333,0,0.128205
23877,52,0.5,0,0.4
23880,23,0.166667,0,0.166667
23884,31,0.333333,0,0.333333
23891,59,0.0526316,0,0.0181818
23897,56,0.0363636,0,0.0185185
23898,70,0.185714,0,0.0172414
23910,31,0.0967742,0,0.0344828
23913,46,0.153846,0,0.0666667
23914,38,0,0,1
23915,42,0.119048,0,0.0285714
23919,34,0,0,1
23923,42,0.285714,0,0.105263
23925,29,0,0,1
23928,26,0.142857,0,0.142857
23932,32,0,0,1
23940,42,0,0,1
23941,7,0,0,1
23944,23,0,0,1
23947,50,0,0,1
23955,34,0,0,1
23960,45,0,0,1
23963,35,0,0,1
23965,53,0.466667,0,0.166667
23970,19,0,0,1
23972,34,0,0,1
23973,24,0.5,0,0.4
23977,49,0,0,1
23985,37,0.108108,0,0.0333333
23986,57,0.833333,0,0.160714
23999,42,0,0,1
24003,20,0.222222,0,0.0666667
24005,6,0,0,1
24009,55,0,0,1
24010,22,0.0454545,0,0.0454545
24015,8,0,0,1
24023,43,0.571429,0,0.545455
24027,47,0.285714,0,0.272727
24033,39,0.0588235,0,0.0333333
24034,15,0,0,1
24036,29,0.0344828,0,0.0344828
24046,36,0,0,1
24048,21,0.142857,0,0.0526316
24049,15,0.222222,0,0.222222
24054,35,0.09375,0,0.0384615
24056,26,0,0,1
24066,33,0,0,1
24073,8,0,0,1
24077,40,0,0,1
24078,19,0,0,1
24080,45,0,0,1
24083,31,0,0,1
24085,25,0,0,1
24097,29,0,0,1
24100,30,0.103448,0,0.0416667
24103,37,0.0540541,0,0.0277778
24107,41,0.0731707,0,0.027027
24112,56,0.428571,0,0.294118
24113,43,0.333333,0,0.111111
24118,37,0,0,1
24124,9,0,0,1
24130,16,0,0,1
24132,26,0.0384615,0,0.0384615
24136,9,0,0,1
24142,36,0.214286,0,0.0434783
24148,22,0.333333,0,0.3
24151,9,0.222222,0,0.166667
24154,32,0.03125,0,0.03125
24155,53,0,0,1
24157,12,0.25,0,0.125
24158,46,0,0,1
24168,27,0.333333,0,0.333333
24172,51,0.0196078,0,0.0196078
24176,39,0.428571,0,0.131579
24181,42,0.047619,0,0.0243902
24183,292,0.0890411,0,0.00393701
24189,20,0,0,1
24191,30,0.333333,0,0.107143
24198,47,0,0,1
24200,47,0.125,0,0.0833333
24203,37,0.285714,0,0.285714
24206,8,0,0,1
24208,28,0.0416667,0,0.0416667
24214,30,0.0714286,0,0.0714286
24218,29,0,0,1
24221,49,0.285714,0,0.272727
24229,37,0.333333,0,0.266667
24237,21,0.047619,0,0.047619
24242,15,0.545455,0,0.285714
24245,23,0.0434783,0,0.0434783
24247,6,0,0,1
24250,33,0.2,0,0.107143
24252,23,0.0454545,0,0.0454545
24264,30,0,0,1
24265,63,0.031746,0,0.016129
24271,45,0,0,1
24272,45,0,0,1
24273,36,0,0,1
24280,49,0.416667,0,0.166667
24282,62,0.285714,0,0.230769
24287,12,0.285714,0,0.272727
24289,26,0.0769231,0,0.0434783
24294,18,0,0,1
24296,10,0,0,1
24298,7,0.857143,0,0.833333
24302,7,0.285714,0,0.166667
24305,83,0.0120482,0,0.0120482
24311,30,0.333333,0,0.3
24316,36,0.333333,0,0.0909091
24319,39,0.384615,0,0.162162
24320,48,0.125,0,0.125
24321,6,0,0,1
24322,36,0.333333,0,0.3
24332,47,0.285714,0,0.272727
24337,30,0.0344828,0,0.0344828
24340,52,0.0769231,0,0.0425532
24344,40,0.285714,0,0.272727
24349,42,0.05,0,0.0277778
24352,67,0.104478,0,0.0163934
24353,38,0,0,1
24362,35,0,0,1
24363,25,0,0,1
24370,38,0.333333,0,0.3
24373,13,0.625,0,0.5
24375,8,0.125,0,0.125
24376,11,0,0,1
24378,22,0,0,1
24379,31,0.0322581,0,0.0322581
24383,46,0.285714,0,0.0888889
24384,12,0,0,1
24387,33,0.444444,0,0.375
24390,34,0,0,1
24393,44,0.333333,0,0.333333
24396,7,0,0,1
24398,18,0,0,1
24402,20,0,0,1
24406,15,0,0,1
24415,7,0,0,1
E:\updatebackground\objectoutput2022-5-4-6-30-0.csv,,,,
24420,40,0,0,1
24421,6,0.166667,0,0.166667
24422,17,0.117647,0,0.0625
24423,30,0.0333333,0,0.0333333
24427,10,0,0,1
24429,50,0,0,1
24438,29,0,0,1
24439,33,0.0769231,0,0.0454545
24444,10,0.3,0,0.142857
24450,68,0,0,1
24457,7,0.428571,0,0.333333
24458,13,0,0,1
24485,17,0,0,1
24486,7,1,2,1
24494,56,0.875,0,0.296296
24506,23,0,0,1
24509,45,0,0,1
24512,36,0.0555556,0,0.0285714
24521,6,0,0,1
24523,15,0,0,1
